Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
Apartment,31 m²,1.0,Ground floor,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,31 May 2024,9.100 kr.,500 kr.,27.300 kr.,9.100 kr.,46.000 kr.,07/03/2024,5424469,"Spaniensgade, 2300 København, København S  - Ground floor"
Apartment,102 m²,4.0,2nd ,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,14.700 kr.,750 kr.,44.100 kr.,14.700 kr.,74.250 kr.,07/03/2024,5260928,"Blomsterstræde, 2610 København, Rødovre  - 2nd floor"
Apartment,43 m²,1.0,1st ,No,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,,Unlimited,As soon as possible,6.300 kr.,500 kr.,18.900 kr.,0 kr.,25.700 kr.,07/03/2024,5317418,"Møllegade, 2791 København, Dragør  - 1st floor"
Apartment,135 m²,4.0,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,14 June 2024,19.400 kr.,1.400 kr.,58.200 kr.,19.400 kr.,98.400 kr.,07/03/2024,4598210,"Hummeltoftevej, 2830 København, Virum  - 4th floor"
Apartment,97 m²,4.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16.900 kr.,1.000 kr.,50.700 kr.,16.900 kr.,85.500 kr.,07/03/2024,5424446,"Ørestads Boulevard, 2300 København, København S  - 2nd floor"
Apartment,111 m²,4.0,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17.500 kr.,1.150 kr.,52.500 kr.,17.500 kr.,88.650 kr.,07/03/2024,5424445,"Ørestads Boulevard, 2300 København, København S  - 4th floor"
Apartment,97 m²,4.0,6th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17.300 kr.,17.300 kr.,17.300 kr.,1.000 kr.,52.900 kr.,07/03/2024,5424444,"Ørestads Boulevard, 2300 København, København S  - 6th floor"
Apartment,97 m²,4.0,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16.900 kr.,1.000 kr.,50.700 kr.,16.900 kr.,85.500 kr.,07/03/2024,5424443,"Ørestads Boulevard, 2300 København, København S  - 4th floor"
Apartment,114 m²,4.0,6th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,18.000 kr.,1.200 kr.,54.000 kr.,18.000 kr.,91.200 kr.,07/03/2024,5424442,"Ørestads Boulevard, 2300 København, København S  - 6th floor"
Room,20 m²,1.0,Ground floor,Yes,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,12-23 months,As soon as possible,5.100 kr.,600 kr.,15.300 kr.,0 kr.,21.000 kr.,07/03/2024,2886770,"Kastrupkrogen, 2770 København, Kastrup  - Ground floor"
Apartment,153 m²,3.0,3rd ,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 May 2024,18.500 kr.,1.500 kr.,55.500 kr.,18.500 kr.,94.000 kr.,07/03/2024,5424432,"Vestergade, 1456 København, København K  - 3rd floor"
Townhouse,126 m²,5.0,-,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,17.100 kr.,0 kr.,51.000 kr.,17.000 kr.,85.100 kr.,07/03/2024,5226367,"Gyldenrisvej, 2300 København, København S "
Apartment,88 m²,3.0,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 May 2024,11.650 kr.,500 kr.,34.950 kr.,11.650 kr.,58.750 kr.,07/03/2024,5424427,"Blokhaven, 2740 København, Skovlunde  - 1st floor"
Room,11 m²,1.0,1st ,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,12-23 months,16 April 2024,6.260 kr.,435 kr.,18.750 kr.,0 kr.,25.445 kr.,07/03/2024,5424309,"Alliancevej, 2450 København, København SV  - 1st floor"
Apartment,94 m²,4.0,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17.400 kr.,1.000 kr.,52.200 kr.,17.400 kr.,88.000 kr.,07/03/2024,5424418,"Gertrude Steins Vej, 2300 København, København S  - 4th floor"
Apartment,122 m²,4.0,1st ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,1 July 2024,15.340 kr.,800 kr.,46.020 kr.,15.340 kr.,77.500 kr.,07/03/2024,5424408,"Skovsletten, 2600 København, Glostrup  - 1st floor"
Apartment,223 m²,6.0,1st ,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,39.500 kr.,2.500 kr.,118.500 kr.,0 kr.,160.500 kr.,07/03/2024,5424366,"Østergade, 1100 København, København K  - 1st floor"
Room,12 m²,1.0,Ground floor,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,12-23 months,1 June 2024,5.900 kr.,400 kr.,12.000 kr.,5.900 kr.,24.200 kr.,07/03/2024,5384496,"Otto Mallings Gade, 2100 København, København Ø  - Ground floor"
Room,8 m²,1.0,-,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,-,Unlimited,As soon as possible,5.000 kr.,500 kr.,15.000 kr.,5.000 kr.,25.500 kr.,06/03/2024,5271253,"Amager Strandvej, 2300 København, København S "
Apartment,162 m²,4.0,1st ,No,No,No,No,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,18.000 kr.,850 kr.,54.000 kr.,,72.850 kr.,06/03/2024,5424308,"Gl. Rådhusvej, 2750 København, Ballerup  - 1st floor"
Apartment,40 m²,1.0,4th ,Yes,No,No,Yes,No,No,No,No,Not specified,Yes,Not specified,Yes,-,1-11 months,As soon as possible,8.000 kr.,500 kr.,15.000 kr.,0 kr.,23.500 kr.,06/03/2024,5424295,"Sluseholmen, 2450 København, København SV  - 4th floor"
Apartment,59 m²,2.0,5th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,,Unlimited,15 June 2024,10.400 kr.,500 kr.,31.200 kr.,10.400 kr.,52.500 kr.,06/03/2024,5343631,"Rønnebygade, 2630 København, Taastrup  - 5th floor"
Apartment,81 m²,3.0,4th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,14.400 kr.,850 kr.,43.200 kr.,14.400 kr.,72.850 kr.,06/03/2024,5193783,"Emma Gads Vej, 2300 København, København S  - 4th floor"
Room,15 m²,1.0,-,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,4.700 kr.,1.400 kr.,14.100 kr.,14.100 kr.,34.300 kr.,06/03/2024,4883033,"Biens Allé, 2300 København, København S "
Townhouse,122 m²,4.0,-,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 July 2024,14.600 kr.,700 kr.,43.800 kr.,14.600 kr.,73.700 kr.,06/03/2024,5424279,"Blokhaven, 2740 København, Skovlunde "
Apartment,149 m²,4.0,3rd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,34.200 kr.,1.650 kr.,102.600 kr.,34.200 kr.,172.650 kr.,06/03/2024,5050179,"Tuborg Bakkedrag, 2900 København, Hellerup  - 3rd floor"
Room,20 m²,1.0,-,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Not specified,Not specified,-,12-23 months,As soon as possible,7.100 kr.,0 kr.,7.100 kr.,0 kr.,14.200 kr.,06/03/2024,4891867,"Hvidegårdsparken, 2800 København, Kongens Lyngby "
Apartment,81 m²,3.0,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,11.900 kr.,950 kr.,35.700 kr.,11.900 kr.,60.450 kr.,06/03/2024,5424260,"Grannålen, 2600 København, Glostrup  - Ground floor"
Apartment,95 m²,3.0,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,13.600 kr.,1.100 kr.,40.800 kr.,13.600 kr.,69.100 kr.,06/03/2024,5424256,"Grannålen, 2600 København, Glostrup  - 2nd floor"
Apartment,86 m²,3.0,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,12.900 kr.,1.000 kr.,38.700 kr.,12.900 kr.,65.500 kr.,06/03/2024,5424253,"Grannålen, 2600 København, Glostrup  - Ground floor"
Room,12 m²,1.0,2nd ,No,Yes,No,No,No,No,No,Yes,Yes,Not specified,Yes,Not specified,,1-11 months,As soon as possible,4.000 kr.,0 kr.,8.000 kr.,4.000 kr.,16.000 kr.,06/03/2024,5422463,"Vestervej, 2600 København, Glostrup  - 2nd floor"
Townhouse,87 m²,3.0,-,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,12-23 months,As soon as possible,11.600 kr.,0 kr.,34.800 kr.,0 kr.,46.400 kr.,06/03/2024,5424013,"Kildestrædet, 2740 København, Skovlunde "
Apartment,78 m²,3.0,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,15.700 kr.,800 kr.,47.100 kr.,15.700 kr.,79.300 kr.,06/03/2024,5206460,"Ved Amagerbanen, 2300 København, København S  - 1st floor"
Apartment,46 m²,1.0,5th ,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,As soon as possible,11.200 kr.,750 kr.,33.600 kr.,11.200 kr.,56.750 kr.,06/03/2024,5251432,"Poul Bundgaards Vej, 2500 København, Valby  - 5th floor"
Apartment,106 m²,4.0,1st ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,1-11 months,1 June 2024,19.500 kr.,750 kr.,58.500 kr.,0 kr.,78.750 kr.,06/03/2024,5424231,"Monica Zetterlunds Vej, 2450 København, København SV  - 1st floor"
Apartment,58 m²,2.0,4th ,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,12.995 kr.,250 kr.,38.985 kr.,12.995 kr.,65.225 kr.,06/03/2024,5296381,"Søndre Fasanvej, 2500 København, Valby  - 4th floor"
Apartment,52 m²,2.0,4th ,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,12.995 kr.,600 kr.,38.985 kr.,12.995 kr.,65.575 kr.,06/03/2024,5292965,"Søndre Fasanvej, 2500 København, Valby  - 4th floor"
Apartment,58 m²,2.0,2nd ,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,14 April 2024,12.895 kr.,250 kr.,38.685 kr.,12.895 kr.,64.725 kr.,06/03/2024,5241081,"Søndre Fasanvej, 2500 København, Valby  - 2nd floor"
Apartment,94 m²,3.0,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,15.000 kr.,800 kr.,45.000 kr.,15.000 kr.,75.800 kr.,06/03/2024,5424215,"Amager Strandvej, 2300 København, København S  - 2nd floor"
Apartment,96 m²,3.0,4th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,13.440 kr.,995 kr.,40.320 kr.,13.440 kr.,68.195 kr.,06/03/2024,5419839,"Bornholms Alle, 2630 København, Taastrup  - 4th floor"
Apartment,77 m²,2.0,2nd ,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,Unlimited,As soon as possible,10.395 kr.,1.000 kr.,31.185 kr.,31.185 kr.,73.765 kr.,06/03/2024,5306186,"Stadionvej, 2600 København, Glostrup  - 2nd floor"
Apartment,111 m²,4.0,Ground floor,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12.765 kr.,1.300 kr.,38.295 kr.,12.950 kr.,65.310 kr.,06/03/2024,5404733,"Rønnebygade, 2630 København, Taastrup  - Ground floor"
Apartment,105 m²,3.0,3rd ,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,24.800 kr.,1.700 kr.,74.400 kr.,24.800 kr.,125.700 kr.,06/03/2024,5424197,"Amaliegade, 1256 København, København K  - 3rd floor"
Apartment,79 m²,1.0,5th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,17.150 kr.,1.000 kr.,51.450 kr.,17.150 kr.,86.750 kr.,06/03/2024,5424193,"Islands Brygge, 2300 København, København S  - 5th floor"
Apartment,80 m²,1.0,5th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16.150 kr.,1.000 kr.,48.450 kr.,16.150 kr.,81.750 kr.,06/03/2024,5424192,"Islands Brygge, 2300 København, København S  - 5th floor"
Apartment,111 m²,3.0,4th ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,16.700 kr.,1.250 kr.,50.100 kr.,16.700 kr.,84.750 kr.,06/03/2024,5155941,"Axel Heides Gade, 2300 København, København S  - 4th floor"
Apartment,92 m²,3.0,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,12.150 kr.,1.050 kr.,36.450 kr.,12.150 kr.,61.800 kr.,06/03/2024,5424185,"Frøstjernestræde, 2640 København, Hedehusene  - 2nd floor"
Apartment,101 m²,4.0,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,12.950 kr.,1.150 kr.,38.850 kr.,12.950 kr.,65.900 kr.,06/03/2024,5424183,"Skolebakken, 2640 København, Hedehusene  - Ground floor"
Apartment,100 m²,4.0,6th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,18.150 kr.,1.150 kr.,54.450 kr.,18.150 kr.,91.900 kr.,06/03/2024,5424182,"Strandlodsvej, 2300 København, København S  - 6th floor"
Apartment,87 m²,4.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,18.400 kr.,1.000 kr.,55.200 kr.,18.400 kr.,93.000 kr.,06/03/2024,5424180,"Strandlodsvej, 2300 København, København S  - Ground floor"
Apartment,89 m²,3.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 August 2024,14.750 kr.,1.000 kr.,44.250 kr.,14.750 kr.,74.750 kr.,06/03/2024,5424179,"Strandlodsvej, 2300 København, København S  - Ground floor"
Apartment,71 m²,2.0,2nd ,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,Unlimited,1 July 2024,11.350 kr.,750 kr.,34.050 kr.,11.350 kr.,57.500 kr.,06/03/2024,5424178,"Bybuen, 2740 København, Skovlunde  - 2nd floor"
Apartment,63 m²,2.0,1st ,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,12.850 kr.,683 kr.,38.550 kr.,12.850 kr.,64.933 kr.,06/03/2024,5424177,"Else Alfelts Vej, 2300 København, København S  - 1st floor"
Apartment,68 m²,2.0,Ground floor,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,12.300 kr.,700 kr.,36.900 kr.,12.300 kr.,62.200 kr.,06/03/2024,5424176,"Nadine Gordimers Vej, 2300 København, København S  - Ground floor"
Apartment,82 m²,3.0,Ground floor,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,13.950 kr.,850 kr.,41.850 kr.,13.950 kr.,70.600 kr.,06/03/2024,5424175,"Nadine Gordimers Vej, 2300 København, København S  - Ground floor"
Apartment,91 m²,4.0,2nd ,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,15.500 kr.,950 kr.,46.500 kr.,15.500 kr.,78.450 kr.,06/03/2024,5424174,"Gertrude Steins Vej, 2300 København, København S  - 2nd floor"
Apartment,67 m²,2.0,1st ,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,No,,12-23 months,As soon as possible,16.500 kr.,800 kr.,16.500 kr.,0 kr.,33.800 kr.,06/03/2024,4665670,"Værnedamsvej, 1619 København, København V  - 1st floor"
Apartment,91 m²,3.0,5th ,No,No,No,Not specified,Not specified,Yes,Yes,Not specified,Yes,Yes,Not specified,Yes,-,1-11 months,1 June 2024,12.500 kr.,700 kr.,12.500 kr.,0 kr.,25.700 kr.,06/03/2024,4931395,"Tyrolsgade, 2300 København, København S  - 5th floor"
Room,22 m²,1.0,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,4.999 kr.,300 kr.,14.997 kr.,4.999 kr.,25.295 kr.,06/03/2024,5424110,"Hovedgaden, 2640 København, Hedehusene  - 1st floor"
Apartment,101 m²,4.0,5th ,No,No,No,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,15.000 kr.,,45.000 kr.,15.000 kr.,75.000 kr.,06/03/2024,5382410,"Else Alfelts Vej, 2300 København, København S  - 5th floor"
Apartment,29 m²,1.0,2nd ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,31 May 2024,7.800 kr.,750 kr.,23.400 kr.,7.800 kr.,39.750 kr.,06/03/2024,5276264,"Vanløse Allé, 2720 København, Vanløse  - 2nd floor"
Room,16 m²,1.0,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,4.500 kr.,200 kr.,13.500 kr.,4.500 kr.,22.700 kr.,06/03/2024,5424120,"Hovedgaden, 2640 København, Hedehusene  - 1st floor"
Room,16 m²,1.0,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,4.500 kr.,200 kr.,13.500 kr.,4.500 kr.,22.700 kr.,06/03/2024,5424121,"Hovedgaden, 2640 København, Hedehusene  - 1st floor"
Room,16 m²,1.0,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,4.500 kr.,200 kr.,13.500 kr.,4.500 kr.,22.700 kr.,06/03/2024,5424116,"Hovedgaden, 2640 København, Hedehusene  - 1st floor"
Room,16 m²,1.0,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,4.500 kr.,200 kr.,13.500 kr.,4.500 kr.,22.700 kr.,06/03/2024,5424122,"Hovedgaden, 2640 København, Hedehusene  - 1st floor"
Apartment,64 m²,2.0,-,No,No,Yes,Not specified,Not specified,Not specified,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,10.950 kr.,1.100 kr.,32.850 kr.,10.950 kr.,55.850 kr.,06/03/2024,5036936,"Langkildevej, 2650 København, Hvidovre "
Apartment,88 m²,3.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,12.150 kr.,1.000 kr.,36.450 kr.,12.150 kr.,61.750 kr.,06/03/2024,5424148,"Frøstjernestræde, 2640 København, Hedehusene  - Ground floor"
Apartment,71 m²,2.0,3rd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,10.950 kr.,850 kr.,32.850 kr.,10.950 kr.,55.600 kr.,06/03/2024,5424147,"Frøstjernestræde, 2640 København, Hedehusene  - 3rd floor"
Apartment,59 m²,2.0,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,10.350 kr.,700 kr.,31.050 kr.,10.350 kr.,52.450 kr.,06/03/2024,5424145,"Skolebakken, 2640 København, Hedehusene  - 2nd floor"
Apartment,98 m²,4.0,3rd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,18.250 kr.,1.100 kr.,54.750 kr.,18.250 kr.,92.350 kr.,06/03/2024,5424144,"Strandlodsvej, 2300 København, København S  - 3rd floor"
Apartment,35 m²,1.0,4th ,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,1 May 2024,8.300 kr.,550 kr.,24.900 kr.,8.300 kr.,42.050 kr.,06/03/2024,5424143,"Poppelstykket, 2450 København, København SV  - 4th floor"
Apartment,115 m²,5.0,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,16.850 kr.,1.246 kr.,50.550 kr.,16.850 kr.,85.496 kr.,06/03/2024,5424142,"Richard Mortensens Vej, 2300 København, København S  - 2nd floor"
Apartment,84 m²,3.0,1st ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,14.950 kr.,950 kr.,44.850 kr.,14.950 kr.,75.700 kr.,06/03/2024,5424141,"Ejler Billes Allé, 2300 København, København S  - 1st floor"
Apartment,110 m²,3.0,-,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,24+ months,As soon as possible,16.900 kr.,1.850 kr.,50.700 kr.,0 kr.,69.450 kr.,06/03/2024,4393150,"Heslegårdsvej, 2900 København, Hellerup "
House,91 m²,4.0,-,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,12-23 months,1 May 2024,20.000 kr.,1.000 kr.,40.000 kr.,0 kr.,61.000 kr.,06/03/2024,5424072,"Klokkerbakken, 2830 København, Virum "
Room,18 m²,1.0,-,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,5.100 kr.,0 kr.,10.200 kr.,0 kr.,15.300 kr.,06/03/2024,5379572,"Jyllingevej, 2720 København, Vanløse "
Room,10 m²,1.0,-,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,Unlimited,As soon as possible,4.800 kr.,0 kr.,9.600 kr.,0 kr.,14.400 kr.,06/03/2024,5374824,"Jyllingevej, 2720 København, Vanløse "
Room,13 m²,1.0,-,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,4.600 kr.,0 kr.,9.200 kr.,0 kr.,13.800 kr.,06/03/2024,5312944,"Vanløse Allé, 2720 København, Vanløse "
Room,18 m²,1.0,-,No,No,No,Not specified,Not specified,Not specified,Not specified,Yes,Yes,Yes,Not specified,Not specified,-,Unlimited,As soon as possible,5.150 kr.,0 kr.,10.300 kr.,0 kr.,15.450 kr.,06/03/2024,4463745,"Jyllingevej, 2720 København, Vanløse "
Apartment,64 m²,1.0,Ground floor,Yes,No,No,Yes,No,No,Yes,No,Not specified,Yes,Not specified,Not specified,,1-11 months,As soon as possible,10.500 kr.,500 kr.,31.500 kr.,0 kr.,42.500 kr.,05/03/2024,5424070,"Richard Mortensens Vej, 2300 København, København S  - Ground floor"
Apartment,87 m²,3.0,3rd ,No,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,12-23 months,15 April 2024,9.939 kr.,1.600 kr.,29.817 kr.,29.817 kr.,71.173 kr.,05/03/2024,5293437,"Christianshavns Voldgade, 1424 København, København K  - 3rd floor"
Apartment,61 m²,2.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,13.450 kr.,700 kr.,40.350 kr.,13.450 kr.,67.950 kr.,05/03/2024,5424046,"Strandlodsvej, 2300 København, København S  - Ground floor"
Apartment,115 m²,5.0,4th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,16.850 kr.,1.300 kr.,50.550 kr.,16.850 kr.,85.550 kr.,05/03/2024,5424044,"Richard Mortensens Vej, 2300 København, København S  - 4th floor"
Apartment,104 m²,4.0,Ground floor,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,15.300 kr.,1.100 kr.,45.900 kr.,15.300 kr.,77.600 kr.,05/03/2024,5424041,"C.F. Møllers Allé, 2300 København, København S  - Ground floor"
Apartment,70 m²,3.0,3rd ,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,14.450 kr.,700 kr.,43.350 kr.,14.450 kr.,72.950 kr.,05/03/2024,5424040,"C.F. Møllers Allé, 2300 København, København S  - 3rd floor"
Apartment,149 m²,4.0,1st ,No,No,No,Yes,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,Unlimited,15 June 2024,29.900 kr.,1.650 kr.,89.700 kr.,29.900 kr.,151.150 kr.,05/03/2024,5199225,"Tuborg Bakkedrag, 2900 København, Hellerup  - 1st floor"
Apartment,103 m²,4.0,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,15.500 kr.,1.000 kr.,46.500 kr.,15.500 kr.,78.500 kr.,05/03/2024,5045730,"Else Alfelts Vej, 2300 København, København S  - 1st floor"
Apartment,86 m²,2.0,Ground floor,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,13.900 kr.,950 kr.,41.700 kr.,13.900 kr.,70.450 kr.,05/03/2024,5424024,"Montagehalsvej, 2500 København, Valby  - Ground floor"
Apartment,90 m²,3.0,4th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,16.500 kr.,900 kr.,49.500 kr.,16.500 kr.,83.400 kr.,05/03/2024,5341598,"Amager Strandvej, 2300 København, København S  - 4th floor"
Room,12 m²,1.0,3rd ,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,5.500 kr.,0 kr.,11.000 kr.,0 kr.,16.500 kr.,05/03/2024,5173591,"Helsingborggade, 2100 København, København Ø  - 3rd floor"
Room,14 m²,1.0,1st ,Yes,No,No,No,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,5.500 kr.,0 kr.,5.500 kr.,0 kr.,11.000 kr.,05/03/2024,5423957,"Sundevedsgade, 1751 København, København V  - 1st floor"
Apartment,78 m²,3.0,-,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,10.600 kr.,800 kr.,10.600 kr.,31.800 kr.,53.800 kr.,05/03/2024,5424014,"Falsterbogade, 2630 København, Taastrup "
Apartment,109 m²,4.0,4th ,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Not specified,Not specified,,1-11 months,As soon as possible,21.000 kr.,1.500 kr.,42.000 kr.,21.000 kr.,85.500 kr.,05/03/2024,5423955,"Halmtorvet, 1700 København, København V  - 4th floor"
